,age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
33811,54,6,11,14,1,5,1,1,1,0,0,50,1
33812,18,1,3,7,3,8,6,4,1,0,0,40,1
33813,46,1,2,10,1,2,1,1,1,0,0,40,1
33814,44,1,4,9,3,0,6,1,1,0,0,40,1
33815,50,3,11,14,1,5,1,1,1,0,0,40,1
33816,32,1,4,9,2,5,4,1,1,0,0,60,1
33817,48,1,11,14,2,6,4,1,1,0,0,25,1
33818,40,1,4,9,1,2,1,1,1,0,0,60,1
33819,34,2,3,7,1,10,1,1,1,0,0,72,1
33820,31,1,1,13,3,6,6,1,0,0,0,40,1
33821,43,3,14,16,3,6,4,1,1,99999,0,45,1
33822,33,1,7,11,4,6,4,1,1,0,0,40,1
33823,62,1,2,10,3,8,4,2,0,0,0,40,1
33824,44,1,4,9,1,2,1,0,1,0,0,40,4
33825,55,1,4,9,5,1,4,1,1,0,0,40,1
33826,42,3,7,11,3,2,6,1,1,0,0,40,1
33827,42,1,2,10,1,9,2,1,0,15024,0,40,1
33828,23,1,13,6,1,2,1,1,1,0,0,40,1
33829,63,1,2,10,3,5,4,1,0,0,0,40,1
33830,23,1,7,11,1,2,1,1,1,0,0,40,1
33831,32,1,4,9,3,0,6,1,1,2907,0,35,1
33832,30,1,12,2,4,12,0,1,0,0,0,30,21
33833,50,4,4,9,3,9,6,1,1,0,0,40,1
33834,19,1,2,10,3,9,4,1,0,0,0,40,1
33835,40,1,4,9,1,2,1,1,1,0,0,40,1
33836,45,1,4,9,2,6,4,1,0,0,0,40,1
33837,51,2,1,13,1,4,1,1,1,0,0,50,1
33838,29,4,2,10,1,13,1,1,1,0,0,46,1
33839,64,1,4,9,1,4,1,1,1,0,0,40,1
33840,58,1,4,9,1,11,1,1,1,0,0,38,1
33841,43,5,11,14,1,6,1,1,1,0,0,45,1
33842,27,1,1,13,3,1,4,1,1,0,0,50,1
33843,40,1,1,13,1,8,1,1,1,0,0,45,5
33844,25,1,2,10,3,0,4,1,1,2174,0,40,1
33845,27,1,1,13,3,9,6,2,1,0,0,35,1
33846,54,1,11,14,1,5,1,2,1,0,0,40,19
33847,25,1,12,2,3,10,4,1,1,0,0,40,21
33848,39,1,4,9,1,8,1,1,1,0,0,40,1
33849,51,2,1,13,1,10,1,1,1,0,0,60,1
33850,29,1,2,10,1,6,1,1,1,0,2129,50,1
33851,49,4,2,10,2,5,4,1,1,0,0,40,1
33852,39,1,4,9,1,5,1,1,1,0,0,30,1
33853,51,6,14,16,2,6,4,1,1,0,0,30,1
33854,50,1,3,7,1,8,1,1,1,0,0,40,1
33855,39,4,2,10,1,9,1,3,1,0,0,40,1
33856,24,1,1,13,3,0,4,1,1,0,0,55,1
33857,43,1,5,15,2,6,0,1,0,15020,0,35,1
33858,60,1,1,13,1,6,1,1,1,4386,0,84,1
33859,20,1,2,10,3,0,6,1,0,0,0,40,1
33860,60,2,1,13,1,5,1,1,1,0,0,50,1
33861,35,1,1,13,2,6,0,3,0,0,0,36,16
33862,41,1,1,13,1,2,1,1,1,0,0,50,1
33863,31,1,2,10,2,9,0,1,0,0,0,40,1
33864,59,1,7,11,1,5,1,1,1,0,0,40,1
33865,45,1,4,9,2,8,4,1,0,0,0,45,1
33866,43,2,5,15,1,6,2,1,0,0,0,5,1
33867,25,1,1,13,3,5,6,1,1,4650,0,45,1
33868,33,1,11,14,3,4,4,1,0,0,0,40,1
33869,37,1,11,14,1,5,1,1,1,0,0,55,1
33870,31,6,7,11,1,4,1,1,1,0,0,40,1
33871,31,6,4,9,1,2,1,2,1,0,0,40,1
33872,31,1,4,9,1,8,0,3,1,0,1902,40,12
33873,51,1,4,9,2,0,4,1,1,0,0,80,1
33874,50,6,14,16,1,6,1,1,1,15024,0,40,1
33875,30,1,7,11,2,9,0,1,0,0,0,40,1
33876,32,1,4,9,3,2,6,1,1,0,0,40,1
33877,61,1,11,14,1,6,1,1,1,0,0,18,1
33878,43,1,1,13,3,4,6,1,0,0,0,40,1
33879,21,1,4,9,3,0,4,1,0,0,2001,25,1
33880,32,1,7,11,1,5,1,1,1,0,0,50,1
33881,41,1,2,10,1,4,1,3,1,0,0,60,1
33882,27,1,2,10,3,0,6,1,1,0,0,10,6
33883,23,1,1,13,3,6,6,1,0,0,0,30,1
33884,52,2,7,11,1,10,1,1,1,0,0,48,1
33885,38,1,1,13,1,5,1,3,1,0,0,60,1
33886,25,1,1,13,3,6,4,1,0,0,0,40,1
33887,38,1,2,10,1,5,1,1,1,0,0,55,1
33888,39,1,7,11,1,9,1,1,1,0,0,40,13
33889,64,3,2,10,5,5,0,1,0,0,0,70,1
33890,31,3,5,15,1,6,2,1,0,0,0,99,1
33891,56,1,2,10,1,9,1,1,1,7298,0,45,1
33892,40,1,2,10,1,6,1,1,1,0,0,40,1
33893,39,1,2,10,3,2,6,1,1,0,0,40,1
33894,50,1,2,10,4,4,0,1,0,0,0,40,1
33895,23,1,4,9,3,2,6,1,1,0,0,40,1
33896,41,3,11,14,1,6,1,1,1,0,0,70,1
33897,37,1,1,13,1,7,1,1,1,0,0,40,1
33898,52,1,4,9,1,2,1,1,1,15024,0,40,1
33899,29,1,4,9,1,2,1,1,1,0,0,40,1
33900,62,1,12,2,1,0,1,3,1,0,0,40,16
33901,41,1,4,9,2,7,4,1,0,0,0,40,1
33902,47,1,4,9,2,2,4,1,1,0,0,40,1
33903,25,1,4,9,1,8,1,1,1,0,0,40,1
33904,22,1,4,9,1,4,1,2,1,0,0,20,1
33905,42,1,4,9,2,1,0,1,0,0,0,36,1
33906,27,1,1,13,3,6,4,1,1,0,0,50,1
33907,33,1,3,7,1,8,1,1,1,0,0,40,1
33908,37,1,11,14,1,4,1,1,1,0,0,50,1
33909,29,2,8,5,5,0,0,1,0,0,0,27,1
33910,49,1,4,9,1,2,1,1,1,0,0,43,1
33911,44,1,4,9,1,5,1,1,1,0,0,40,1
33912,47,1,9,4,1,2,1,1,1,0,0,40,17
33913,49,1,4,9,2,0,4,1,0,0,0,40,1
33914,37,6,4,9,1,2,1,1,1,5013,0,40,1
33915,41,1,4,9,1,4,2,1,0,15024,0,50,3
33916,19,1,4,9,3,0,6,1,1,0,0,40,1
33917,22,1,4,9,3,0,4,2,1,0,0,70,1
33918,45,1,3,7,1,8,1,1,1,4386,0,40,1
33919,24,1,2,10,3,4,6,1,0,0,0,25,1
33920,67,5,9,4,1,13,1,2,1,0,0,40,1
33921,28,1,2,10,3,8,6,1,1,0,0,40,21
33922,57,1,7,11,1,2,1,1,1,0,0,40,1
33923,68,1,4,9,5,8,4,1,0,0,0,28,1
33924,49,1,4,9,2,7,4,1,1,0,0,40,1
33925,42,1,11,14,3,4,4,1,1,0,0,65,1
33926,61,2,4,9,1,5,1,1,1,0,0,40,1
33927,47,1,9,4,1,11,1,1,1,0,0,40,1
33928,22,1,3,7,3,2,4,4,1,0,0,40,1
33929,58,6,14,16,1,6,1,1,1,7688,0,50,1
33930,50,3,14,16,1,5,1,1,1,7688,0,60,1
33931,34,1,2,10,1,2,1,1,1,0,0,40,1
33932,42,3,1,13,1,4,1,1,1,0,0,45,1
33933,20,1,3,7,3,10,6,2,1,0,0,40,1
33934,27,2,2,10,1,4,1,3,1,0,0,40,20
33935,50,1,4,9,1,4,1,1,1,0,0,60,1
33936,63,1,2,10,1,5,1,1,1,15024,0,40,1
33937,32,1,2,10,3,13,4,1,0,0,0,40,1
33938,37,6,7,11,2,13,0,2,1,0,0,40,1
33939,63,2,13,6,2,2,4,1,1,0,0,20,1
33940,22,1,2,10,3,9,6,2,0,0,0,20,1
33941,24,1,2,10,3,4,4,1,0,0,0,25,1
33942,40,1,2,10,1,6,1,1,1,0,0,40,1
33943,36,1,4,9,1,2,1,4,1,0,0,40,1
33944,30,2,2,10,2,6,0,1,1,0,0,50,1
33945,34,1,13,6,1,8,1,1,1,0,0,40,32
33946,21,1,2,10,3,0,6,1,1,0,0,30,1
33947,56,1,4,9,3,9,0,1,1,0,0,43,1
33948,38,1,6,12,1,6,1,1,1,0,0,40,1
33949,32,1,6,12,3,9,4,1,1,2174,0,40,1
33950,45,1,2,10,6,0,4,1,0,0,0,24,1
33951,64,5,4,9,1,9,1,1,1,0,0,40,1
33952,30,3,1,13,1,5,1,1,1,0,0,50,1
33953,32,3,1,13,1,4,1,1,1,0,0,70,1
33954,26,1,4,9,3,8,6,2,1,0,0,40,1
33955,46,2,4,9,1,2,1,2,1,0,0,30,1
33956,55,4,9,4,1,9,1,1,1,0,0,72,1
33957,51,2,2,10,2,2,4,1,1,0,0,8,1
33958,62,5,4,9,2,2,4,1,1,0,0,40,1
33959,34,5,1,13,1,6,2,1,0,0,0,40,1
33960,54,5,2,10,2,5,0,2,0,0,0,40,1
33961,35,2,1,13,1,4,1,1,1,0,0,40,1
33962,28,1,1,13,3,5,4,2,1,0,0,48,1
33963,17,1,10,8,3,0,6,1,0,0,0,16,1
33964,22,1,2,10,3,0,6,1,0,0,0,35,1
33965,67,3,9,4,1,2,1,1,1,0,0,48,1
33966,43,2,2,10,3,4,4,1,1,0,0,65,1
33967,57,5,7,11,1,13,1,1,1,0,0,40,1
33968,38,1,4,9,2,12,0,1,0,0,0,35,1
33969,19,1,4,9,3,4,6,1,0,0,0,25,1
33970,34,1,4,9,3,1,0,1,0,0,0,40,1
33971,33,1,4,9,3,8,4,1,0,0,0,40,1
33972,18,1,2,10,3,0,6,1,1,0,0,20,1
33973,40,1,1,13,1,6,2,1,0,0,0,5,1
33974,32,1,4,9,3,1,4,1,1,0,0,45,1
33975,25,1,4,9,3,9,6,1,0,0,0,40,1
33976,29,1,1,13,3,9,4,1,1,0,0,40,1
33977,33,3,4,9,1,5,1,1,1,0,0,50,21
33978,34,1,4,9,3,1,6,2,1,0,0,40,1
33979,23,1,13,6,3,7,4,1,1,0,0,40,1
33980,21,1,2,10,1,8,1,1,1,0,0,40,1
33981,42,1,2,10,1,2,1,1,1,0,0,40,1
33982,32,1,2,10,1,1,1,1,1,0,0,40,1
33983,31,1,2,10,1,2,1,1,1,0,0,40,1
33984,63,1,4,9,3,0,4,2,0,0,0,50,1
33985,36,1,11,14,1,6,1,1,1,0,0,50,1
33986,34,1,2,10,3,0,4,2,1,0,0,30,1
33987,60,4,8,5,2,0,4,2,0,0,0,40,1
33988,23,1,1,13,3,6,4,1,1,0,0,30,1
33989,47,3,2,10,1,5,1,1,1,4386,0,40,1
33990,20,1,2,10,3,5,6,1,0,0,0,16,1
33991,50,1,11,14,1,5,1,1,1,0,0,50,1
33992,29,1,10,8,1,4,6,0,1,0,0,35,1
33993,37,1,4,9,1,2,1,3,1,0,0,40,11
33994,20,1,2,10,3,9,6,1,0,0,0,10,1
33995,50,1,2,10,1,5,1,1,1,0,0,50,1
33996,31,2,4,9,4,2,6,2,1,0,0,50,1
33997,35,1,7,11,1,4,1,1,1,0,0,40,25
33998,38,1,1,13,2,4,4,1,0,0,0,70,1
33999,24,5,2,10,1,9,2,1,0,0,0,40,1
34000,29,1,2,10,3,9,4,1,0,0,0,40,1
34001,27,1,7,11,6,1,6,1,0,0,0,40,1
34002,21,5,2,10,3,13,6,1,1,0,0,48,1
34003,64,1,4,9,1,11,1,1,1,10566,0,40,1
34004,33,1,4,9,3,11,6,1,0,0,0,40,1
34005,35,1,3,7,1,2,1,1,1,0,0,40,1
34006,51,1,4,9,1,11,1,1,1,0,0,50,1
34007,23,1,1,13,3,5,6,1,1,0,0,40,1
34008,26,1,4,9,3,10,4,1,1,0,0,40,1
34009,64,1,11,14,1,6,1,1,1,0,0,40,1
34010,32,3,4,9,1,10,1,1,1,0,0,50,1
34011,17,1,10,8,3,4,6,1,0,0,0,20,1
34012,34,6,2,10,2,13,0,2,1,0,0,47,1
34013,37,1,4,9,1,2,1,1,1,0,0,40,1
34014,47,1,2,10,4,6,4,1,0,0,0,50,1
34015,45,3,1,13,1,0,0,3,0,0,0,35,11
34016,23,1,13,6,3,0,4,1,1,0,0,50,1
34017,36,1,11,14,1,5,1,1,1,0,0,50,1
34018,62,3,14,16,1,6,1,1,1,15024,0,45,1
34019,34,4,1,13,1,5,1,1,1,0,0,53,1
34020,36,1,13,6,2,8,0,2,0,0,0,40,1
34021,35,1,1,13,1,4,1,3,1,7688,0,60,1
34022,36,6,1,13,3,5,4,1,0,0,0,40,1
34023,29,1,1,13,3,1,4,1,0,0,0,40,1
34024,54,1,1,13,1,5,1,1,1,0,0,55,1
34025,38,1,4,9,1,8,1,1,1,0,0,40,1
34026,27,1,4,9,3,9,4,1,1,0,0,50,1
34027,26,1,1,13,3,4,6,1,1,0,0,45,1
34028,44,1,9,4,1,11,1,1,1,0,0,20,1
34029,26,1,6,12,3,9,4,1,0,0,0,36,1
34030,42,1,2,10,1,8,1,1,1,0,0,45,1
34031,37,2,5,15,1,6,1,1,1,15024,0,60,1
34032,26,1,1,13,3,9,4,1,0,0,0,35,1
34033,36,1,4,9,1,2,6,2,0,0,0,40,1
34034,44,1,11,14,2,5,4,1,1,0,0,50,1
34035,23,1,4,9,3,13,0,1,1,0,0,42,1
34036,27,1,2,10,3,0,4,1,1,0,0,40,1
34037,53,1,4,9,2,2,4,0,1,0,0,60,27
34038,28,1,4,9,3,10,4,1,1,0,0,40,1
34039,22,1,4,9,6,0,0,2,0,0,0,35,4
34040,29,1,3,7,4,2,0,1,1,0,0,40,1
34041,41,1,2,10,1,5,1,4,1,0,0,40,1
34042,34,1,4,9,1,4,2,2,0,0,0,40,1
34043,30,1,8,5,3,8,4,1,1,0,0,40,1
34044,41,1,2,10,1,4,1,1,1,0,0,43,1
34045,37,1,1,13,3,9,6,2,0,0,0,32,1
34046,46,1,3,7,5,8,4,2,1,0,0,40,1
34047,46,1,9,4,2,0,4,1,0,0,0,40,1
34048,30,1,1,13,1,6,1,1,1,0,0,50,1
34049,27,1,1,13,3,6,4,1,1,0,0,50,1
34050,25,1,4,9,3,7,0,2,0,0,0,43,1
34051,21,6,2,10,3,6,6,1,0,0,0,40,27
34052,23,1,6,12,3,4,4,1,1,0,0,40,1
34053,18,1,4,9,3,5,4,1,0,0,0,30,1
34054,46,5,3,7,1,7,1,2,1,0,0,40,1
34055,27,1,2,10,1,9,1,1,1,0,0,48,21
34056,25,1,1,13,3,6,4,1,1,0,0,60,1
34057,61,2,1,13,3,5,4,1,0,0,2444,50,1
34058,50,1,11,14,1,5,1,1,1,0,0,40,1
34059,66,1,2,10,3,9,6,1,0,0,0,40,1
34060,26,1,4,9,5,9,0,1,0,0,0,20,1
34061,50,3,6,12,1,6,1,1,1,0,0,48,1
34062,41,1,4,9,2,1,0,1,0,0,0,40,1
34063,43,2,6,12,1,2,1,1,1,0,0,20,1
34064,38,6,1,13,1,6,1,1,1,0,0,40,1
34065,20,1,2,10,3,9,6,1,1,0,0,35,1
34066,58,1,6,12,1,5,1,1,1,0,0,42,1
34067,41,4,14,16,1,6,1,1,1,7688,0,50,1
34068,43,5,7,11,2,6,0,1,0,0,0,36,1
34069,39,1,1,13,3,5,4,1,1,0,1669,40,1
34070,22,1,2,10,3,13,4,1,1,0,0,60,1
34071,52,1,4,9,5,0,4,4,0,0,0,40,1
34072,46,1,4,9,1,0,1,1,1,0,0,40,1
34073,20,1,2,10,3,4,6,1,1,0,0,40,1
34074,55,1,2,10,1,8,1,1,1,0,0,48,1
34075,48,1,2,10,4,9,0,1,0,0,0,40,1
34076,30,1,2,10,2,9,4,1,0,0,0,55,1
34077,40,1,4,9,2,5,4,1,0,0,0,40,1
34078,44,1,1,13,2,6,4,1,1,0,0,45,1
34079,55,4,4,9,1,11,1,1,1,0,0,40,1
34080,53,1,1,13,5,6,4,1,0,0,0,28,1
34081,57,1,9,4,2,2,0,1,1,0,1408,40,24
34082,47,4,7,11,1,9,1,1,1,0,0,40,1
34083,64,6,1,13,1,6,1,1,1,0,0,40,1
34084,18,1,10,8,3,0,6,2,0,0,0,18,1
34085,25,1,4,9,3,2,4,1,1,0,0,40,1
34086,37,2,1,13,2,11,4,1,1,0,0,50,1
34087,33,1,4,9,1,13,1,1,1,0,0,32,1
34088,66,1,9,4,1,0,1,2,1,1797,0,20,1
34089,37,1,2,10,1,1,1,1,1,0,0,40,1
34090,19,1,2,10,3,9,6,1,0,0,0,30,1
34091,41,1,6,12,3,0,4,1,1,0,0,40,1
34092,41,1,4,9,2,9,0,2,0,0,0,40,1
34093,76,1,4,9,5,9,4,1,0,0,0,8,1
34094,52,1,2,10,2,4,4,1,0,0,0,40,1
34095,23,1,2,10,3,6,4,1,0,0,0,50,9
34096,43,4,4,9,1,9,2,1,0,0,0,35,1
34097,32,1,1,13,3,6,4,1,1,0,0,55,1
34098,33,1,6,12,1,0,2,2,0,0,0,35,1
34099,33,6,1,13,1,6,1,1,1,0,0,15,21
34100,59,2,13,6,1,2,1,1,1,0,0,50,1
34101,21,1,3,7,3,7,6,2,1,0,0,40,1
34102,40,1,4,9,1,8,1,1,1,0,0,40,1
34103,22,2,7,11,3,10,4,1,1,0,0,35,1
34104,45,2,3,7,1,2,1,1,1,0,0,35,1
34105,28,1,1,13,1,6,1,1,1,0,1902,43,1
34106,38,1,2,10,4,1,0,2,0,0,0,50,1
34107,56,1,4,9,1,2,1,2,1,0,0,40,1
34108,19,1,4,9,3,2,6,1,1,0,0,36,1
34109,48,2,3,7,1,5,2,1,0,0,0,30,1
34110,31,2,13,6,1,0,2,1,0,0,0,28,21
34111,42,1,7,11,1,2,1,1,1,0,0,40,1
34112,37,1,12,2,1,9,1,1,1,0,0,66,21
34113,60,2,2,10,1,0,2,2,0,0,0,50,1
34114,63,1,4,9,1,4,1,1,1,0,0,40,34
34115,24,1,3,7,3,0,6,1,0,0,0,40,1
34116,42,1,2,10,1,2,1,4,1,5178,0,50,1
34117,32,6,11,14,3,6,4,3,0,0,0,40,9
34118,57,2,1,13,1,5,1,1,1,0,0,50,1
34119,56,1,4,9,5,4,4,1,0,0,0,44,1
34120,42,1,4,9,1,2,1,1,1,0,1887,50,1
34121,24,1,3,7,3,4,6,1,1,0,0,40,1
34122,31,1,4,9,1,2,1,1,1,0,0,40,1
34123,58,1,4,9,1,11,1,1,1,0,0,40,1
34124,44,1,11,14,1,6,1,1,1,0,0,45,1
34125,33,1,2,10,1,8,1,1,1,0,0,48,1
34126,34,5,1,13,1,5,1,1,1,0,0,45,1
34127,72,2,9,4,1,11,1,1,1,0,0,14,1
34128,61,1,4,9,2,8,4,1,0,0,0,40,1
34129,33,1,1,13,1,4,1,1,1,0,0,80,30
34130,58,1,11,14,2,6,4,1,0,0,0,40,1
34131,57,3,4,9,1,4,1,1,1,15024,0,30,1
34132,25,1,4,9,3,8,4,1,1,0,0,40,1
34133,72,1,8,5,1,4,1,1,1,0,0,16,1
34134,23,1,4,9,4,9,4,1,0,0,0,40,1
34135,40,1,4,9,1,7,1,1,1,0,0,40,1
34136,38,1,2,10,1,2,1,1,1,0,0,48,1
34137,49,1,6,12,5,4,4,1,0,0,0,40,6
34138,25,1,4,9,3,2,6,1,1,0,0,40,1
34139,33,1,2,10,3,5,6,1,0,0,0,40,1
34140,28,1,1,13,3,9,4,1,0,0,0,40,1
34141,71,1,4,9,1,4,1,1,1,0,0,50,1
34142,63,5,4,9,2,0,0,2,0,0,0,55,1
34143,49,5,7,11,1,13,1,1,1,0,0,56,1
34144,65,1,11,14,1,9,0,1,0,0,0,40,1
34145,22,1,2,10,3,1,0,1,0,0,0,50,1
34146,45,1,4,9,2,10,0,2,0,0,0,39,1
34147,29,1,1,13,3,6,4,3,1,0,0,40,28
34148,44,1,1,13,1,8,1,1,1,0,0,40,1
34149,64,1,4,9,5,9,0,1,0,0,0,40,1
34150,22,1,9,4,1,7,1,1,1,0,0,40,1
34151,64,1,4,9,1,4,1,1,1,0,0,50,1
34152,39,1,1,13,2,4,4,1,1,0,0,40,1
34153,35,1,4,9,2,2,0,2,1,0,0,40,1
34154,22,1,3,7,3,11,6,3,1,0,0,40,16
34155,43,3,1,13,1,4,1,1,1,0,0,45,1
34156,26,2,6,12,1,10,1,1,1,0,0,75,1
34157,47,4,6,12,1,7,1,3,1,0,0,40,16
34158,37,5,11,14,1,6,2,1,0,0,0,50,1
34159,25,1,1,13,3,5,6,1,1,0,0,40,1
34160,41,1,7,11,1,2,1,1,1,0,0,45,1
34161,39,2,2,10,3,6,6,1,0,0,0,10,1
34162,45,4,14,16,1,6,1,1,1,0,0,40,1
34163,37,5,4,9,1,2,1,1,1,0,0,40,1
34164,30,1,4,9,3,7,6,1,1,0,0,40,1
34165,34,1,3,7,1,10,1,4,1,0,0,60,1
34166,22,1,2,10,3,7,6,1,1,0,0,25,1
34167,18,1,4,9,3,7,6,1,1,0,0,30,1
34168,22,1,4,9,3,4,4,1,0,0,0,40,1
34169,55,1,2,10,2,0,0,1,0,0,0,10,1
34170,56,1,2,10,1,9,2,1,0,0,0,35,1
34171,74,3,1,13,1,9,2,1,0,0,0,6,1
34172,18,1,4,9,3,0,6,1,0,0,0,40,1
34173,39,1,2,10,2,8,4,1,1,0,0,40,1
34174,33,5,10,8,3,8,4,1,1,0,0,36,1
34175,28,1,1,13,3,9,4,1,0,0,0,40,1
34176,38,1,4,9,2,0,4,1,0,0,0,40,1
34177,53,4,2,10,2,9,4,1,0,0,0,40,1
34178,44,2,10,8,1,5,1,1,1,0,0,55,1
34179,32,5,4,9,3,11,4,4,1,0,0,40,1
34180,58,1,1,13,1,6,1,1,1,0,1887,40,1
34181,28,1,4,9,2,5,6,1,1,0,0,40,1
34182,33,5,11,14,1,6,1,1,1,0,0,40,1
34183,33,1,7,11,1,2,1,1,1,0,0,45,1
34184,51,1,4,9,2,0,4,1,0,0,0,32,1
34185,51,1,4,9,2,9,4,1,0,0,0,40,1
34186,39,2,8,5,1,2,1,1,1,0,0,40,1
34187,32,1,4,9,1,8,1,1,1,0,2002,66,1
34188,45,1,1,13,2,9,0,1,0,0,0,45,1
34189,19,1,2,10,3,9,6,1,1,0,0,20,1
34190,21,1,4,9,3,0,6,1,1,0,0,40,21
34191,76,1,4,9,1,6,1,1,1,0,0,20,1
34192,46,5,2,10,1,0,1,1,1,0,0,40,1
34193,27,1,2,10,3,9,4,2,0,0,0,40,1
34194,51,1,4,9,4,2,4,1,1,0,0,60,1
34195,19,1,4,9,3,9,6,1,0,0,0,20,1
34196,30,6,7,11,3,6,4,1,0,0,0,40,1
34197,46,1,4,9,1,9,2,1,0,0,0,12,1
34198,68,1,2,10,1,2,1,1,1,0,1735,48,1
34199,36,1,1,13,1,6,1,1,1,0,0,60,1
34200,71,1,4,9,5,12,0,1,0,0,0,20,1
34201,32,1,2,10,3,10,6,4,1,0,0,40,1
34202,43,1,4,9,4,9,0,1,0,0,0,40,1
34203,33,1,4,9,4,2,4,1,1,0,0,50,1
34204,24,5,2,10,3,13,4,1,1,0,0,40,1
34205,38,1,7,11,2,0,0,1,0,0,0,36,1
34206,76,1,2,10,5,4,4,3,0,2062,0,37,1
34207,35,2,4,9,3,0,0,1,0,0,0,5,5
34208,23,1,1,13,3,4,6,1,1,0,0,40,1
34209,46,5,2,10,1,7,1,1,1,0,0,40,1
34210,44,3,2,10,1,5,1,1,1,0,0,50,1
34211,30,1,4,9,1,0,0,1,0,0,0,40,1
34212,51,1,4,9,2,0,0,1,0,0,0,15,1
34213,18,2,3,7,3,10,6,1,1,0,0,24,1
34214,23,1,13,6,3,2,6,1,1,0,0,18,1
34215,53,4,11,14,1,5,1,1,1,0,0,40,1
34216,25,1,2,10,3,9,0,1,0,0,0,40,1
34217,44,1,11,14,1,5,1,2,1,0,1902,40,1
34218,49,1,11,14,1,4,1,1,1,0,0,40,1
34219,28,1,4,9,4,0,0,1,1,0,0,40,25
34220,58,2,11,14,1,4,1,1,1,0,0,40,1
34221,36,1,4,9,2,9,0,1,0,0,0,35,1
34222,32,1,4,9,3,2,4,1,1,4787,0,40,1
34223,26,1,1,13,1,6,2,1,0,0,0,40,1
34224,25,1,4,9,1,10,1,1,1,0,0,50,1
34225,19,1,13,6,3,0,0,1,0,34095,0,24,1
34226,39,1,4,9,1,0,2,1,0,0,1902,40,4
34227,44,1,4,9,3,9,6,1,0,0,0,40,1
34228,32,1,4,9,1,8,1,1,1,0,0,42,1
34229,57,1,4,9,4,4,0,1,0,0,0,40,1
34230,64,1,8,5,1,0,2,2,0,0,0,40,1
34231,46,5,11,14,3,6,4,1,0,0,1564,45,1
34232,37,1,1,13,3,9,6,1,0,0,0,40,1
34233,22,1,7,11,3,4,6,1,0,0,0,40,1
34234,30,1,13,6,1,2,1,1,1,0,0,40,1
34235,33,5,1,13,3,6,4,1,0,0,0,40,1
34236,32,1,4,9,3,4,4,1,1,0,0,40,1
34237,23,2,4,9,3,7,6,1,0,0,0,35,1
34238,40,5,4,9,3,9,0,2,0,0,0,40,1
34239,21,1,4,9,3,0,6,3,1,0,0,40,16
34240,48,1,11,14,3,8,4,1,1,0,0,40,1
34241,41,1,1,13,2,8,4,1,1,2354,0,40,1
34242,37,1,13,6,1,10,1,1,1,0,0,40,1
34243,30,5,11,14,3,6,4,1,0,0,0,45,1
34244,49,1,1,13,1,6,2,1,0,0,0,50,1
34245,38,6,2,10,2,5,0,1,0,0,0,40,1
34246,44,1,15,3,1,8,1,1,1,0,0,32,21
34247,62,2,1,13,1,4,1,1,1,0,0,40,1
34248,47,1,4,9,1,8,2,1,0,0,0,40,30
34249,35,1,7,11,2,2,4,1,1,0,0,50,1
34250,44,6,1,13,3,10,4,1,1,0,0,40,1
34251,30,6,1,13,3,5,6,1,0,0,0,40,1
34252,28,2,4,9,3,2,6,1,1,0,0,45,1
34253,57,1,4,9,1,0,2,2,0,0,0,50,1
34254,26,6,1,13,3,5,4,1,1,0,0,40,1
34255,38,1,7,11,1,7,1,1,1,0,0,48,1
34256,44,2,2,10,2,8,4,1,1,0,0,40,1
34257,35,1,9,4,1,4,1,1,1,0,0,40,1
34258,40,6,11,14,1,6,1,1,1,0,0,58,1
34259,50,2,2,10,1,6,1,1,1,0,0,25,1
34260,37,3,4,9,1,2,1,1,1,0,0,60,1
34261,26,1,1,13,1,1,2,1,0,4508,0,12,1
34262,64,1,2,10,3,1,4,1,1,0,0,40,1
34263,30,1,16,1,6,7,0,1,1,0,0,40,21
34264,29,1,4,9,1,2,1,1,1,0,0,40,1
34265,28,1,4,9,1,8,1,1,1,0,0,50,1
34266,28,1,2,10,3,6,4,1,1,0,0,25,1
34267,33,6,1,13,1,5,1,3,1,0,0,40,16
34268,24,1,4,9,3,7,4,1,0,0,0,30,1
34269,26,6,4,9,2,11,0,1,1,0,0,40,1
34270,77,2,1,13,5,6,4,1,0,0,0,20,1
34271,25,4,2,10,3,5,6,1,1,0,0,9,1
34272,53,1,10,8,1,7,0,1,1,0,0,40,1
34273,38,1,3,7,2,9,4,1,0,0,0,44,1
34274,30,1,11,14,1,6,1,1,1,0,0,47,1
34275,39,2,4,9,1,2,1,1,1,0,0,40,22
34276,51,2,14,16,2,4,4,1,1,0,0,50,1
34277,49,3,1,13,1,4,1,1,1,0,0,85,1
34278,51,1,2,10,2,6,0,1,0,0,0,40,1
34279,47,2,4,9,3,0,4,1,0,0,1876,48,1
34280,36,1,8,5,3,10,0,2,0,0,0,40,1
34281,62,1,12,2,1,12,2,2,0,0,0,30,1
34282,40,2,11,14,2,6,4,1,0,0,2205,45,1
34283,30,4,2,10,3,9,0,2,0,0,0,40,1
34284,39,1,1,13,1,5,1,1,1,0,0,40,1
34285,47,5,11,14,1,6,1,1,1,0,0,50,1
34286,28,5,4,9,3,13,4,1,1,0,0,40,1
34287,23,1,1,13,3,4,4,1,0,0,0,40,1
34288,57,1,1,13,4,5,0,1,0,0,0,40,1
34289,33,1,15,3,3,8,0,1,1,0,0,40,32
